Room,BlockStart,StudentCount,Ratio,RequiredStaff,day_of_week,week_of_year,lag_1,lag_7,LowerBound,UpperBound,Anomaly,Date
Wild Things,2024-10-01 08:00:00,3,10,2,1,40,3.0,2.0,-2.0,6.0,Normal,2024-10-01
Pre-K2,2024-10-01 08:00:00,3,12,2,1,40,3.0,1.0,-0.5,3.5,Normal,2024-10-01
Rabbits,2024-10-01 08:00:00,3,6,2,1,40,3.0,1.0,-0.5,3.5,Normal,2024-10-01
Grampy Tom Preschool,2024-10-01 08:00:00,3,10,2,1,40,3.0,2.0,-0.5,3.5,Normal,2024-10-01
Monkeys,2024-10-01 08:00:00,2,6,2,1,40,3.0,2.0,-0.5,3.5,Normal,2024-10-01
Pennie Toddlers,2024-10-01 08:00:00,2,6,2,1,40,2.0,3.0,1.0,1.0,High,2024-10-01
House Pooh,2024-10-01 08:30:00,1,4,2,1,40,2.0,3.0,1.0,1.0,Normal,2024-10-01
Rabbits,2024-10-01 08:30:00,1,6,2,1,40,1.0,3.0,-0.5,3.5,Normal,2024-10-01
Hungry Caterpillars,2024-10-01 08:30:00,3,4,2,1,40,1.0,3.0,1.0,1.0,High,2024-10-01
Henry Infants,2024-10-01 08:30:00,1,4,2,1,40,3.0,3.0,-0.5,3.5,Normal,2024-10-01
Wild Things,2024-10-01 08:30:00,5,10,2,1,40,1.0,3.0,-2.0,6.0,Normal,2024-10-01
Dinosaur Stomp,2024-10-01 08:30:00,2,12,2,1,40,5.0,2.0,-2.0,6.0,Normal,2024-10-01
Grampy Tom Toddlers,2024-10-01 08:30:00,1,6,2,1,40,2.0,2.0,-0.5,3.5,Normal,2024-10-01
Henry Multi-Age,2024-10-01 08:30:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Pandas,2024-10-01 08:30:00,1,6,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Pre-K1,2024-10-01 08:30:00,4,12,2,1,40,1.0,3.0,-0.5,3.5,High,2024-10-01
Monkeys,2024-10-01 08:30:00,2,6,2,1,40,4.0,1.0,-0.5,3.5,Normal,2024-10-01
Henry Toddlers,2024-10-01 08:30:00,1,6,2,1,40,2.0,5.0,-0.5,3.5,Normal,2024-10-01
Grampy Tom Preschool,2024-10-01 08:30:00,1,10,2,1,40,1.0,2.0,-0.5,3.5,Normal,2024-10-01
Pre-K2,2024-10-01 08:30:00,2,12,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Pennie Toddlers,2024-10-01 08:30:00,1,6,2,1,40,2.0,1.0,1.0,1.0,Normal,2024-10-01
Grampy Tom Multi-Age,2024-10-01 08:30:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Hungry Caterpillars,2024-10-01 09:00:00,1,4,2,1,40,1.0,4.0,1.0,1.0,Normal,2024-10-01
Grampy Tom Multi-Age,2024-10-01 09:00:00,1,4,2,1,40,1.0,2.0,1.0,1.0,Normal,2024-10-01
Henry Infants,2024-10-01 09:00:00,1,4,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Dinosaur Stomp,2024-10-01 09:00:00,1,12,2,1,40,1.0,1.0,-2.0,6.0,Normal,2024-10-01
Henry Multi-Age,2024-10-01 09:00:00,1,4,2,1,40,1.0,2.0,1.0,1.0,Normal,2024-10-01
Goodnight Moon,2024-10-01 09:00:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Henry Infants,2024-10-01 09:30:00,1,4,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Hungry Caterpillars,2024-10-01 09:30:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Grampy Tom Multi-Age,2024-10-01 09:30:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Henry Infants,2024-10-01 10:00:00,1,4,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Henry Infants,2024-10-01 10:30:00,1,4,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Henry Infants,2024-10-01 11:00:00,1,4,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Henry Multi-Age,2024-10-01 13:00:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Henry Multi-Age,2024-10-01 13:30:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Henry Multi-Age,2024-10-01 14:00:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Henry Multi-Age,2024-10-01 14:30:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Henry Multi-Age,2024-10-01 15:00:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Henry Multi-Age,2024-10-01 15:30:00,1,4,2,1,40,1.0,1.0,1.0,1.0,Normal,2024-10-01
Pre-K2,2024-10-01 16:00:00,2,12,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Pennie Preschool 1,2024-10-01 16:00:00,1,10,2,1,40,2.0,1.0,-0.5,3.5,Normal,2024-10-01
Pre-K1,2024-10-01 16:00:00,2,12,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Henry Multi-Age,2024-10-01 16:00:00,1,4,2,1,40,2.0,1.0,1.0,1.0,Normal,2024-10-01
Pennie Preschool 1,2024-10-01 16:30:00,1,10,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Rabbits,2024-10-01 16:30:00,2,6,2,1,40,1.0,1.0,-0.5,3.5,Normal,2024-10-01
Henry Multi-Age,2024-10-01 16:30:00,1,4,2,1,40,2.0,1.0,1.0,1.0,Normal,2024-10-01
Grampy Tom Preschool,2024-10-01 16:30:00,1,10,2,1,40,1.0,2.0,-0.5,3.5,Normal,2024-10-01
Monkeys,2024-10-01 16:30:00,4,6,2,1,40,1.0,1.0,-0.5,3.5,High,2024-10-01
Pre-K2,2024-10-01 16:30:00,2,12,2,1,40,4.0,2.0,-0.5,3.5,Normal,2024-10-01
Henry Multi-Age,2024-10-01 17:00:00,1,4,2,1,40,2.0,1.0,1.0,1.0,Normal,2024-10-01
Henry Multi-Age,2024-10-03 06:30:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Grampy Tom Multi-Age,2024-10-03 06:30:00,1,4,2,3,40,1.0,2.0,1.0,1.0,Normal,2024-10-03
Goodnight Moon,2024-10-03 06:30:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Goodnight Moon,2024-10-03 07:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Pre-K1,2024-10-03 07:00:00,1,12,2,3,40,1.0,4.0,-0.5,3.5,Normal,2024-10-03
Pandas,2024-10-03 07:00:00,1,6,2,3,40,1.0,2.0,-0.5,3.5,Normal,2024-10-03
Henry Toddlers,2024-10-03 07:00:00,2,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Henry Multi-Age,2024-10-03 07:00:00,1,4,2,3,40,2.0,1.0,1.0,1.0,Normal,2024-10-03
Grampy Tom Toddlers,2024-10-03 07:00:00,1,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Pennie Preschool 1,2024-10-03 07:00:00,2,10,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Monkeys,2024-10-03 07:00:00,1,6,2,3,40,2.0,1.0,-0.5,3.5,Normal,2024-10-03
House Pooh,2024-10-03 07:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Wild Things,2024-10-03 07:00:00,3,10,2,3,40,1.0,1.0,-2.0,6.0,Normal,2024-10-03
Dinosaur Stomp,2024-10-03 07:00:00,1,12,2,3,40,3.0,2.0,-2.0,6.0,Normal,2024-10-03
Rabbits,2024-10-03 07:30:00,2,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Llamas Llamas,2024-10-03 07:30:00,2,4,2,3,40,2.0,1.0,-0.5,3.5,Normal,2024-10-03
Pre-K1,2024-10-03 07:30:00,2,12,2,3,40,2.0,2.0,-0.5,3.5,Normal,2024-10-03
Pandas,2024-10-03 07:30:00,4,6,2,3,40,2.0,1.0,-0.5,3.5,High,2024-10-03
Pennie Preschool 1,2024-10-03 07:30:00,1,10,2,3,40,4.0,1.0,-0.5,3.5,Normal,2024-10-03
Grampy Tom Preschool,2024-10-03 07:30:00,1,10,2,3,40,1.0,3.0,-0.5,3.5,Normal,2024-10-03
Dinosaur Stomp,2024-10-03 07:30:00,3,12,2,3,40,1.0,1.0,-2.0,6.0,Normal,2024-10-03
Monkeys,2024-10-03 07:30:00,3,6,2,3,40,3.0,2.0,-0.5,3.5,Normal,2024-10-03
Pre-K2,2024-10-03 07:30:00,1,12,2,3,40,3.0,2.0,-0.5,3.5,Normal,2024-10-03
Henry Multi-Age,2024-10-03 07:30:00,1,4,2,3,40,1.0,2.0,1.0,1.0,Normal,2024-10-03
Henry Infants,2024-10-03 07:30:00,2,4,2,3,40,1.0,4.0,-0.5,3.5,Normal,2024-10-03
Wild Things,2024-10-03 07:30:00,5,10,2,3,40,2.0,1.0,-2.0,6.0,Normal,2024-10-03
Pennie Toddlers,2024-10-03 07:30:00,1,6,2,3,40,5.0,1.0,1.0,1.0,Normal,2024-10-03
Henry Toddlers,2024-10-03 07:30:00,2,6,2,3,40,1.0,3.0,-0.5,3.5,Normal,2024-10-03
Goodnight Moon,2024-10-03 07:30:00,1,4,2,3,40,2.0,3.0,1.0,1.0,Normal,2024-10-03
Grampy Tom Toddlers,2024-10-03 07:30:00,2,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Hungry Caterpillars,2024-10-03 07:30:00,1,4,2,3,40,2.0,1.0,1.0,1.0,Normal,2024-10-03
Wild Things,2024-10-03 08:00:00,4,10,2,3,40,1.0,2.0,-2.0,6.0,Normal,2024-10-03
Pennie Infants,2024-10-03 08:00:00,1,4,2,3,40,4.0,5.0,1.0,1.0,Normal,2024-10-03
Henry Multi-Age,2024-10-03 08:00:00,3,4,2,3,40,1.0,1.0,1.0,1.0,High,2024-10-03
Monkeys,2024-10-03 08:00:00,4,6,2,3,40,3.0,2.0,-0.5,3.5,High,2024-10-03
Rabbits,2024-10-03 08:00:00,1,6,2,3,40,4.0,1.0,-0.5,3.5,Normal,2024-10-03
Goodnight Moon,2024-10-03 08:00:00,1,4,2,3,40,1.0,2.0,1.0,1.0,Normal,2024-10-03
Dinosaur Stomp,2024-10-03 08:00:00,3,12,2,3,40,1.0,1.0,-2.0,6.0,Normal,2024-10-03
Grampy Tom Toddlers,2024-10-03 08:00:00,1,6,2,3,40,3.0,4.0,-0.5,3.5,Normal,2024-10-03
Grampy Tom Multi-Age,2024-10-03 08:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Grampy Tom Preschool,2024-10-03 08:00:00,3,10,2,3,40,1.0,3.0,-0.5,3.5,Normal,2024-10-03
House Pooh,2024-10-03 08:00:00,2,4,2,3,40,3.0,4.0,1.0,1.0,High,2024-10-03
Pre-K1,2024-10-03 08:00:00,2,12,2,3,40,2.0,1.0,-0.5,3.5,Normal,2024-10-03
Pandas,2024-10-03 08:00:00,2,6,2,3,40,2.0,1.0,-0.5,3.5,Normal,2024-10-03
Llamas Llamas,2024-10-03 08:00:00,1,4,2,3,40,2.0,3.0,-0.5,3.5,Normal,2024-10-03
Pre-K2,2024-10-03 08:00:00,3,12,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Pennie Preschool 1,2024-10-03 08:00:00,2,10,2,3,40,3.0,1.0,-0.5,3.5,Normal,2024-10-03
Hungry Caterpillars,2024-10-03 08:00:00,2,4,2,3,40,2.0,3.0,1.0,1.0,High,2024-10-03
Henry Toddlers,2024-10-03 08:00:00,2,6,2,3,40,2.0,2.0,-0.5,3.5,Normal,2024-10-03
Henry Infants,2024-10-03 08:00:00,2,4,2,3,40,2.0,2.0,-0.5,3.5,Normal,2024-10-03
Pennie Toddlers,2024-10-03 08:00:00,2,6,2,3,40,2.0,2.0,1.0,1.0,High,2024-10-03
Henry Toddlers,2024-10-03 08:30:00,1,6,2,3,40,2.0,1.0,-0.5,3.5,Normal,2024-10-03
Henry Multi-Age,2024-10-03 08:30:00,2,4,2,3,40,1.0,3.0,1.0,1.0,High,2024-10-03
Grampy Tom Multi-Age,2024-10-03 08:30:00,2,4,2,3,40,2.0,2.0,1.0,1.0,High,2024-10-03
Pennie Toddlers,2024-10-03 08:30:00,2,6,2,3,40,2.0,2.0,1.0,1.0,High,2024-10-03
Pre-K2,2024-10-03 08:30:00,2,12,2,3,40,2.0,2.0,-0.5,3.5,Normal,2024-10-03
Monkeys,2024-10-03 08:30:00,2,6,2,3,40,2.0,2.0,-0.5,3.5,Normal,2024-10-03
Rabbits,2024-10-03 08:30:00,1,6,2,3,40,2.0,2.0,-0.5,3.5,Normal,2024-10-03
Pre-K1,2024-10-03 08:30:00,1,12,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Pennie Preschool 1,2024-10-03 08:30:00,2,10,2,3,40,1.0,2.0,-0.5,3.5,Normal,2024-10-03
Dinosaur Stomp,2024-10-03 08:30:00,2,12,2,3,40,2.0,2.0,-2.0,6.0,Normal,2024-10-03
House Pooh,2024-10-03 08:30:00,1,4,2,3,40,2.0,2.0,1.0,1.0,Normal,2024-10-03
Llamas Llamas,2024-10-03 08:30:00,1,4,2,3,40,1.0,2.0,-0.5,3.5,Normal,2024-10-03
Hungry Caterpillars,2024-10-03 08:30:00,2,4,2,3,40,1.0,2.0,1.0,1.0,High,2024-10-03
Wild Things,2024-10-03 08:30:00,6,10,2,3,40,2.0,1.0,-2.0,6.0,Normal,2024-10-03
Pennie Infants,2024-10-03 08:30:00,1,4,2,3,40,6.0,1.0,1.0,1.0,Normal,2024-10-03
Goodnight Moon,2024-10-03 08:30:00,2,4,2,3,40,1.0,2.0,1.0,1.0,High,2024-10-03
Wild Things,2024-10-03 09:00:00,2,10,2,3,40,2.0,2.0,-2.0,6.0,Normal,2024-10-03
Dinosaur Stomp,2024-10-03 09:00:00,1,12,2,3,40,2.0,1.0,-2.0,6.0,Normal,2024-10-03
Henry Multi-Age,2024-10-03 09:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Monkeys,2024-10-03 09:00:00,2,6,2,3,40,1.0,2.0,-0.5,3.5,Normal,2024-10-03
Pre-K1,2024-10-03 09:00:00,1,12,2,3,40,2.0,6.0,-0.5,3.5,Normal,2024-10-03
Rabbits,2024-10-03 09:00:00,1,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
House Pooh,2024-10-03 09:00:00,1,4,2,3,40,1.0,2.0,1.0,1.0,Normal,2024-10-03
Grampy Tom Multi-Age,2024-10-03 09:00:00,1,4,2,3,40,1.0,2.0,1.0,1.0,Normal,2024-10-03
Goodnight Moon,2024-10-03 09:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Llamas Llamas,2024-10-03 09:00:00,1,4,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Llamas Llamas,2024-10-03 09:30:00,1,4,2,3,40,1.0,2.0,-0.5,3.5,Normal,2024-10-03
Dinosaur Stomp,2024-10-03 09:30:00,1,12,2,3,40,1.0,1.0,-2.0,6.0,Normal,2024-10-03
House Pooh,2024-10-03 09:30:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Pre-K1,2024-10-03 09:30:00,1,12,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Monkeys,2024-10-03 09:30:00,1,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Goodnight Moon,2024-10-03 09:30:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Rabbits,2024-10-03 09:30:00,1,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Wild Things,2024-10-03 09:30:00,2,10,2,3,40,1.0,1.0,-2.0,6.0,Normal,2024-10-03
Monkeys,2024-10-03 10:00:00,1,6,2,3,40,2.0,1.0,-0.5,3.5,Normal,2024-10-03
House Pooh,2024-10-03 10:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Llamas Llamas,2024-10-03 10:00:00,1,4,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Wild Things,2024-10-03 10:00:00,1,10,2,3,40,1.0,1.0,-2.0,6.0,Normal,2024-10-03
Wild Things,2024-10-03 10:30:00,1,10,2,3,40,1.0,1.0,-2.0,6.0,Normal,2024-10-03
House Pooh,2024-10-03 10:30:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Llamas Llamas,2024-10-03 10:30:00,1,4,2,3,40,1.0,2.0,-0.5,3.5,Normal,2024-10-03
Monkeys,2024-10-03 10:30:00,1,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
House Pooh,2024-10-03 11:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Rabbits,2024-10-03 16:00:00,3,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Pre-K2,2024-10-03 16:30:00,1,12,2,3,40,3.0,1.0,-0.5,3.5,Normal,2024-10-03
Rabbits,2024-10-03 16:30:00,3,6,2,3,40,1.0,1.0,-0.5,3.5,Normal,2024-10-03
Hungry Caterpillars,2024-10-03 16:30:00,1,4,2,3,40,3.0,1.0,1.0,1.0,Normal,2024-10-03
Grampy Tom Multi-Age,2024-10-03 17:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Henry Multi-Age,2024-10-03 17:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Hungry Caterpillars,2024-10-03 17:00:00,1,4,2,3,40,1.0,1.0,1.0,1.0,Normal,2024-10-03
Monkeys,2024-10-03 17:30:00,1,6,2,3,40,1.0,3.0,-0.5,3.5,Normal,2024-10-03
Llamas Llamas,2024-10-07 06:30:00,1,4,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Hungry Caterpillars,2024-10-07 06:30:00,1,4,2,0,41,1.0,3.0,1.0,1.0,Normal,2024-10-07
House Pooh,2024-10-07 06:30:00,1,4,2,0,41,1.0,1.0,1.0,1.0,Normal,2024-10-07
Dinosaur Stomp,2024-10-07 07:00:00,2,12,2,0,41,1.0,1.0,-2.0,6.0,Normal,2024-10-07
Henry Toddlers,2024-10-07 07:00:00,2,6,2,0,41,2.0,1.0,-0.5,3.5,Normal,2024-10-07
Llamas Llamas,2024-10-07 07:00:00,1,4,2,0,41,2.0,1.0,-0.5,3.5,Normal,2024-10-07
Hungry Caterpillars,2024-10-07 07:00:00,1,4,2,0,41,1.0,1.0,1.0,1.0,Normal,2024-10-07
House Pooh,2024-10-07 07:00:00,2,4,2,0,41,1.0,1.0,1.0,1.0,High,2024-10-07
Pennie Preschool 1,2024-10-07 07:00:00,2,10,2,0,41,2.0,1.0,-0.5,3.5,Normal,2024-10-07
Henry Infants,2024-10-07 07:00:00,1,4,2,0,41,2.0,1.0,-0.5,3.5,Normal,2024-10-07
Pandas,2024-10-07 07:00:00,1,6,2,0,41,1.0,2.0,-0.5,3.5,Normal,2024-10-07
Pre-K2,2024-10-07 07:00:00,1,12,2,0,41,1.0,2.0,-0.5,3.5,Normal,2024-10-07
Wild Things,2024-10-07 07:00:00,2,10,2,0,41,1.0,1.0,-2.0,6.0,Normal,2024-10-07
Henry Toddlers,2024-10-07 07:30:00,2,6,2,0,41,2.0,1.0,-0.5,3.5,Normal,2024-10-07
Llamas Llamas,2024-10-07 07:30:00,2,4,2,0,41,2.0,2.0,-0.5,3.5,Normal,2024-10-07
Pre-K2,2024-10-07 07:30:00,2,12,2,0,41,2.0,2.0,-0.5,3.5,Normal,2024-10-07
Henry Infants,2024-10-07 07:30:00,1,4,2,0,41,2.0,1.0,-0.5,3.5,Normal,2024-10-07
Wild Things,2024-10-07 07:30:00,1,10,2,0,41,1.0,1.0,-2.0,6.0,Normal,2024-10-07
House Pooh,2024-10-07 07:30:00,3,4,2,0,41,1.0,1.0,1.0,1.0,High,2024-10-07
Pennie Toddlers,2024-10-07 07:30:00,1,6,2,0,41,3.0,2.0,1.0,1.0,Normal,2024-10-07
Dinosaur Stomp,2024-10-07 07:30:00,1,12,2,0,41,1.0,2.0,-2.0,6.0,Normal,2024-10-07
Pennie Preschool 1,2024-10-07 07:30:00,2,10,2,0,41,1.0,2.0,-0.5,3.5,Normal,2024-10-07
Grampy Tom Preschool,2024-10-07 07:30:00,1,10,2,0,41,2.0,2.0,-0.5,3.5,Normal,2024-10-07
Grampy Tom Preschool,2024-10-07 08:00:00,2,10,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Wild Things,2024-10-07 08:00:00,1,10,2,0,41,2.0,1.0,-2.0,6.0,Normal,2024-10-07
Henry Multi-Age,2024-10-07 08:00:00,3,4,2,0,41,1.0,3.0,1.0,1.0,High,2024-10-07
Llamas Llamas,2024-10-07 08:00:00,3,4,2,0,41,3.0,1.0,-0.5,3.5,Normal,2024-10-07
Pennie Infants,2024-10-07 08:00:00,1,4,2,0,41,3.0,1.0,1.0,1.0,Normal,2024-10-07
Pennie Preschool 1,2024-10-07 08:00:00,1,10,2,0,41,1.0,2.0,-0.5,3.5,Normal,2024-10-07
Pre-K1,2024-10-07 08:00:00,3,12,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Henry Toddlers,2024-10-07 08:00:00,1,6,2,0,41,3.0,2.0,-0.5,3.5,Normal,2024-10-07
Rabbits,2024-10-07 08:00:00,1,6,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Monkeys,2024-10-07 08:00:00,1,6,2,0,41,1.0,3.0,-0.5,3.5,Normal,2024-10-07
Dinosaur Stomp,2024-10-07 08:00:00,5,12,2,0,41,1.0,3.0,-2.0,6.0,Normal,2024-10-07
Pre-K2,2024-10-07 08:00:00,4,12,2,0,41,5.0,1.0,-0.5,3.5,High,2024-10-07
House Pooh,2024-10-07 08:00:00,2,4,2,0,41,4.0,1.0,1.0,1.0,High,2024-10-07
Grampy Tom Toddlers,2024-10-07 08:00:00,1,6,2,0,41,2.0,3.0,-0.5,3.5,Normal,2024-10-07
Rabbits,2024-10-07 08:30:00,2,6,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Pennie Infants,2024-10-07 08:30:00,1,4,2,0,41,2.0,1.0,1.0,1.0,Normal,2024-10-07
Henry Multi-Age,2024-10-07 08:30:00,2,4,2,0,41,1.0,1.0,1.0,1.0,High,2024-10-07
Monkeys,2024-10-07 08:30:00,2,6,2,0,41,2.0,5.0,-0.5,3.5,Normal,2024-10-07
Llamas Llamas,2024-10-07 08:30:00,3,4,2,0,41,2.0,4.0,-0.5,3.5,Normal,2024-10-07
Dinosaur Stomp,2024-10-07 08:30:00,5,12,2,0,41,3.0,2.0,-2.0,6.0,Normal,2024-10-07
Pre-K1,2024-10-07 08:30:00,2,12,2,0,41,5.0,1.0,-0.5,3.5,Normal,2024-10-07
Pennie Preschool 1,2024-10-07 08:30:00,1,10,2,0,41,2.0,2.0,-0.5,3.5,Normal,2024-10-07
Pre-K2,2024-10-07 08:30:00,2,12,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Goodnight Moon,2024-10-07 08:30:00,1,4,2,0,41,2.0,2.0,1.0,1.0,Normal,2024-10-07
Pandas,2024-10-07 08:30:00,1,6,2,0,41,1.0,2.0,-0.5,3.5,Normal,2024-10-07
Wild Things,2024-10-07 08:30:00,1,10,2,0,41,1.0,3.0,-2.0,6.0,Normal,2024-10-07
Wild Things,2024-10-07 09:00:00,2,10,2,0,41,1.0,5.0,-2.0,6.0,Normal,2024-10-07
Llamas Llamas,2024-10-07 09:00:00,3,4,2,0,41,2.0,2.0,-0.5,3.5,Normal,2024-10-07
Pennie Infants,2024-10-07 09:00:00,1,4,2,0,41,3.0,1.0,1.0,1.0,Normal,2024-10-07
Monkeys,2024-10-07 09:00:00,1,6,2,0,41,1.0,2.0,-0.5,3.5,Normal,2024-10-07
Dinosaur Stomp,2024-10-07 09:00:00,1,12,2,0,41,1.0,1.0,-2.0,6.0,Normal,2024-10-07
Henry Multi-Age,2024-10-07 09:00:00,2,4,2,0,41,1.0,1.0,1.0,1.0,High,2024-10-07
Rabbits,2024-10-07 09:00:00,1,6,2,0,41,2.0,1.0,-0.5,3.5,Normal,2024-10-07
Henry Toddlers,2024-10-07 09:00:00,1,6,2,0,41,1.0,2.0,-0.5,3.5,Normal,2024-10-07
Pennie Preschool 1,2024-10-07 09:00:00,1,10,2,0,41,1.0,3.0,-0.5,3.5,Normal,2024-10-07
Rabbits,2024-10-07 09:30:00,1,6,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Llamas Llamas,2024-10-07 09:30:00,1,4,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Monkeys,2024-10-07 09:30:00,1,6,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Pennie Preschool 1,2024-10-07 09:30:00,1,10,2,0,41,1.0,2.0,-0.5,3.5,Normal,2024-10-07
Pennie Preschool 1,2024-10-07 10:00:00,1,10,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Llamas Llamas,2024-10-07 10:00:00,1,4,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Monkeys,2024-10-07 10:00:00,1,6,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Hungry Caterpillars,2024-10-07 10:30:00,1,4,2,0,41,1.0,1.0,1.0,1.0,Normal,2024-10-07
Pre-K2,2024-10-07 15:00:00,1,12,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Pre-K2,2024-10-07 15:30:00,1,12,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Grampy Tom Preschool,2024-10-07 16:00:00,2,10,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Pennie Preschool 1,2024-10-07 16:00:00,1,10,2,0,41,2.0,1.0,-0.5,3.5,Normal,2024-10-07
Pre-K2,2024-10-07 16:00:00,4,12,2,0,41,1.0,1.0,-0.5,3.5,High,2024-10-07
Grampy Tom Preschool,2024-10-07 16:30:00,2,10,2,0,41,4.0,1.0,-0.5,3.5,Normal,2024-10-07
Pandas,2024-10-07 16:30:00,1,6,2,0,41,2.0,1.0,-0.5,3.5,Normal,2024-10-07
Pennie Preschool 1,2024-10-07 16:30:00,2,10,2,0,41,1.0,1.0,-0.5,3.5,Normal,2024-10-07
Pre-K2,2024-10-07 16:30:00,4,12,2,0,41,2.0,1.0,-0.5,3.5,High,2024-10-07
Pre-K2,2024-10-07 17:00:00,2,12,2,0,41,4.0,2.0,-0.5,3.5,Normal,2024-10-07
Grampy Tom Multi-Age,2024-10-09 06:30:00,2,4,2,2,41,2.0,1.0,1.0,1.0,High,2024-10-09
Rabbits,2024-10-09 06:30:00,1,6,2,2,41,2.0,4.0,-0.5,3.5,Normal,2024-10-09
Goodnight Moon,2024-10-09 06:30:00,1,4,2,2,41,1.0,2.0,1.0,1.0,Normal,2024-10-09
Rabbits,2024-10-09 07:00:00,3,6,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Hungry Caterpillars,2024-10-09 07:00:00,1,4,2,2,41,3.0,2.0,1.0,1.0,Normal,2024-10-09
Monkeys,2024-10-09 07:00:00,1,6,2,2,41,1.0,4.0,-0.5,3.5,Normal,2024-10-09
